,TOTALDEMAND,Minimum temperature (°C),Maximum temperature (°C),9am Temperature (°C),9am relative humidity (%),9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm wind speed (km/h),3pm MSL pressure (hPa)
TOTALDEMAND,1.0,-0.30143545771344404,-0.3751292613010678,-0.39114567262805,0.17902801915340893,-0.00620900214276328,0.06867744449356383,-0.34061721666674905,0.13097928904622166,-0.18065862488888748,0.041752064482792305
TOTALDEMAND,1.0,-0.16004757591532548,-0.13701381297620846,-0.18311454022711415,0.28644001655378204,-0.03214422971527833,0.0007204719663646027,-0.1339192895656409,0.21015970595768982,-0.103023090045983,-0.03699633487673226
TOTALDEMAND,1.0,0.6356905428018369,0.4018003252534807,0.49159465736154956,0.3318762952724269,-0.10172643724163222,-0.4874605588760523,0.35611922232129306,0.4528053532597402,0.028998771224898176,-0.4358155156350927
TOTALDEMAND,1.0,0.10094100182229866,-0.051137679951536945,0.011493221356029653,0.20585759397867406,-0.08583995025582829,-0.0842085744951402,-0.05560828912926495,0.28414647976618324,-0.12345512656580876,-0.08984850301164063
